Date,Matchid,PlayerID,PlayerSurname,PlayerForename,Team,TeamId,PassBackward,PassLeft,PassRight,UnsuccessfulBallTouch,SuccessfulBallTouch,TakeOnsOverrun,CompId,SeasId,Touchesopenplayfinalthird,Touchesopenplayoppbox,Touchesopenplayoppsixyards,DeflectedGoals,DeflectedShots,GoalfrompassfromFK,GoalsfromdivingHeaders,GoalsVolleys,FastBreakGoals,FastBreakAttempts,BigChanceCreated,BigChancesScored,BigChancesOnTarget,BigChancesOffTarget,BigChancesBlocked,BigChancesFluffed,IntentionalAssist,IntentionalChancesCreated,SecondAssists,AttackingGroundDuelsWon,AttackingGroundDuelsLost,DefensiveGroundDuelsWon,DefensiveGroundDuelsLost,AttackingAerialDuelsWon,AttackingAerialDuelsLost,DefensiveAerialDuelsWon,DefensiveAerialDuelsLost,CrossesBlocked,StraightRedcard,RedCard2Yellows,TimesTackled,GoalkeeperSmother,SavesDiving,SavesFingertip,SavesParriedSafe,SavesParriedDanger,SavesStanding,SavesReaching,SavesStooping,SavesHands,SavesFeet,SavesBody,GKPickup,SavesCaught,SavesCollected,KeeperSweeperSuccessful,KeeperSweeperUnsuccessful,TotalShotsConceded,TotalBlockedShotsConceded,Xsuccessfulpassesforwards,Xsuccessfulpassesbackwards,Xsuccessfulpassesleft,Xsuccessfulpassesright,PassesReceived,LeftFootShots,ShootingAccuracyLeftFoot,RightFootShots,ShootingAccuracyRightFoot,GKLongDistribution,GKLongAccuracy,GKShortDistribution,GKShortAccuracy,SubPosition
25/10/2018 0:00,100315900,14850300,Abdallah El Said,,Al-Ahli,677000,1700.0,1900,300.0,100,0,0,20200,201800,2600,300,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,400,100,200,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6111,10000,8947,6667,5500,100,10000,300,3333,0,0,0,0,0
21/12/2018 0:00,100321500,14850300,Abdallah El Said,,Al-Ahli,677000,500.0,1500,700.0,500,0,0,20200,201800,1100,200,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,100,0,200,0,0,500,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,6000,9333,8571,2800,0,0,0,0,0,0,0,0,0
14/09/2018 0:00,100311800,14850300,Abdallah El Said,,Al-Ahli,677000,500.0,400,900.0,100,200,100,20200,201800,1000,200,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,300,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4545,10000,10000,10000,2700,0,0,200,10000,0,0,0,0,0
03/11/2018 0:00,100316700,14850300,Abdallah El Said,,Al-Ahli,677000,200.0,800,200.0,0,0,0,20200,201800,1200,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,200,0,0,100,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,10000,8750,10000,1600,100,10000,0,0,0,0,0,0,0
15/12/2018 0:00,100320700,14850300,Abdallah El Said,,Al-Ahli,677000,1200.0,500,1000.0,700,100,0,20200,201800,1700,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,300,0,0,0,100,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,8333,10000,10000,3700,0,0,0,0,0,0,0,0,0
05/10/2018 0:00,100314200,14850300,Abdallah El Said,,Al-Ahli,677000,1800.0,1100,300.0,0,100,0,20200,201800,2000,200,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,9444,9091,6667,3600,0,0,0,0,0,0,0,0,0
29/09/2018 0:00,100324600,14850300,Abdallah El Said,,Al-Ahli,677000,1800.0,2600,1800.0,0,200,100,20200,201800,2600,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,200,0,0,0,100,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4167,10000,8846,8889,7100,0,0,100,10000,0,0,0,0,0
28/01/2019 0:00,100323500,21761000,Abdelrazzak,Ghazi,Ohod,962400,500.0,100,700.0,100,100,0,20200,201800,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,100,300,0,0,200,100,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5185,8000,10000,10000,3200,0,0,0,0,0,0,0,0,0
03/02/2019 0:00,100324500,21761000,Abdelrazzak,Ghazi,Ohod,962400,100.0,100,1000.0,100,100,0,20200,201800,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,500,300,300,100,0,0,100,100,300,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4545,10000,10000,8000,1400,0,0,0,0,0,0,0,0,0
09/03/2019 0:00,100328200,21761000,Abdelrazzak,Ghazi,Ohod,962400,600.0,100,1700.0,0,300,0,20200,201800,1000,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,200,200,0,200,100,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5882,10000,10000,8824,3000,0,0,0,0,0,0,0,0,0
19/10/2018 0:00,100315000,10981600,Abdo Al-Basisi,,Ohod,962400,0.0,0,100.0,0,100,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,100,100,0,0,0,200,400,0,0,800,100,100,0,0,1400,700,2857,0,0,10000,600,0,0,0,0,700,4286,200,10000,100
14/02/2019 0:00,100325700,10981600,Abdo Al-Basisi,,Ohod,962400,0.0,0,200.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,200,0,200,200,300,0,0,500,0,0,1400,100,0,100,0,1500,300,3913,0,0,10000,1300,0,0,0,0,600,1667,800,10000,0
28/01/2019 0:00,100323500,10981600,Abdo Al-Basisi,,Ohod,962400,0.0,0,0.0,0,100,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,200,100,200,0,0,300,0,0,900,0,0,100,0,1400,400,2727,0,0,0,300,0,0,0,0,400,5000,600,8333,0
02/12/2018 0:00,100329400,23451900,Abdulaziz Al Aryani,,Al-Ittihad,131600,300.0,200,400.0,400,200,0,20200,201800,1700,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,5000,1000,0,0,100,10000,0,0,0,0,0
25/10/2018 0:00,100315800,23451900,Abdulaziz Al Aryani,,Al-Ittihad,131600,0.0,0,0.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400
21/12/2018 0:00,100321400,23451900,Abdulaziz Al Aryani,,Al-Ittihad,131600,100.0,0,0.0,0,100,0,20200,201800,300,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,0,100,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,200,0,0,0,0,0,0,0,0,900
26/09/2018 0:00,100313000,23451900,Abdulaziz Al Aryani,,Al-Ittihad,131600,100.0,100,800.0,100,0,100,20200,201800,1500,500,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,300,0,200,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,8750,1700,0,0,200,10000,0,0,0,0,800
06/12/2018 0:00,100319400,23451900,Abdulaziz Al Aryani,,Al-Ittihad,131600,200.0,100,0.0,0,0,0,20200,201800,500,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,5000,10000,0,500,0,0,0,0,0,0,0,0,900
04/10/2018 0:00,100313600,23451900,Abdulaziz Al Aryani,,Al-Ittihad,131600,300.0,0,300.0,100,0,0,20200,201800,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,6667,0,6667,1000,0,0,0,0,0,0,0,0,1000
20/09/2018 0:00,100312200,23451900,Abdulaziz Al Aryani,,Al-Ittihad,131600,0.0,0,0.0,0,0,0,20200,201800,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,1000
19/10/2018 0:00,100315000,23451900,Abdulaziz Al Aryani,,Al-Ittihad,131600,0.0,100,200.0,100,0,0,20200,201800,900,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,10000,5000,1100,0,0,0,0,0,0,0,0,700
22/11/2018 0:00,100317600,22362100,Abdulaziz Al Sharid,,Al-Fateh,677200,1200.0,1100,1300.0,100,400,0,20200,201800,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,200,200,0,0,0,0,100,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7778,10000,10000,7692,3300,0,0,0,0,0,0,0,0,0
24/09/2018 0:00,100312800,22362100,Abdulaziz Al Sharid,,Al-Fateh,677200,0.0,0,0.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100
08/12/2018 0:00,100319700,22362100,Abdulaziz Al Sharid,,Al-Fateh,677200,1000.0,900,1100.0,0,400,0,20200,201800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,400,200,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,10000,10000,10000,3900,0,0,0,0,0,0,0,0,0
01/12/2018 0:00,100329100,22362100,Abdulaziz Al Sharid,,Al-Fateh,677200,600.0,100,400.0,0,0,0,20200,201800,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,10000,10000,1100,0,0,0,0,0,0,0,0,0
01/11/2018 0:00,100316300,21233800,Abdulaziz Al-Bishi,,Al-Faisaly,677700,800.0,700,300.0,100,0,0,20200,201800,1600,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,200,0,800,400,300,300,0,0,0,100,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,10000,10000,6667,3100,100,0,0,0,0,0,0,0,0
08/11/2018 0:00,100316900,21233800,Abdulaziz Al-Bishi,,Al-Faisaly,677700,1200.0,1500,500.0,0,100,0,20200,201800,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,600,700,200,300,0,0,100,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4444,10000,8667,8000,4400,300,0,0,0,0,0,0,0,0
04/02/2019 0:00,100324700,21233800,Abdulaziz Al-Bishi,,Al-Ittihad,131600,300.0,1200,200.0,200,0,100,20200,201800,1800,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1100,400,400,100,0,200,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5714,10000,8333,10000,2800,300,10000,0,0,0,0,0,0,0
06/12/2018 0:00,100319400,21233800,Abdulaziz Al-Bishi,,Al-Faisaly,677700,100.0,200,200.0,100,100,100,20200,201800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,10000,10000,10000,1500,0,0,0,0,0,0,0,0,0
19/10/2018 0:00,100314800,21233800,Abdulaziz Al-Bishi,,Al-Faisaly,677700,900.0,1100,500.0,400,100,100,20200,201800,800,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,700,200,100,0,0,100,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,10000,8182,8000,3200,100,0,0,0,0,0,0,0,0
15/02/2019 0:00,100325900,21233800,Abdulaziz Al-Bishi,,Al-Ittihad,131600,100.0,200,0.0,100,100,0,20200,201800,1400,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,600,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,10000,0,1600,0,0,0,0,0,0,0,0,400
08/03/2019 0:00,100328600,21233800,Abdulaziz Al-Bishi,,Al-Ittihad,131600,400.0,600,100.0,100,100,0,20200,201800,1600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,200,300,0,100,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,10000,6667,10000,2200,100,0,0,0,0,0,0,0,0
20/12/2018 0:00,100321000,21233800,Abdulaziz Al-Bishi,,Al-Faisaly,677700,1100.0,700,200.0,100,100,100,20200,201800,1100,200,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,200,100,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,10000,8571,10000,2600,200,10000,100,0,0,0,0,0,0
24/10/2018 0:00,100326500,21233800,Abdulaziz Al-Bishi,,Al-Faisaly,677700,1100.0,1700,600.0,100,0,0,20200,201800,2100,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,400,500,300,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3333,10000,8235,10000,4600,100,10000,0,0,0,0,0,0,0
21/02/2019 0:00,100327100,21233800,Abdulaziz Al-Bishi,,Al-Ittihad,131600,300.0,400,200.0,100,100,0,20200,201800,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,400,0,100,0,200,100,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5833,3333,7500,10000,2300,0,0,0,0,0,0,0,0,0
29/01/2019 0:00,100323900,21233800,Abdulaziz Al-Bishi,,Al-Ittihad,131600,100.0,400,0.0,300,0,0,20200,201800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,0,300,0,200,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,10000,10000,0,1400,0,0,0,0,0,0,0,0,700
24/11/2018 0:00,100317900,21233800,Abdulaziz Al-Bishi,,Al-Faisaly,677700,300.0,800,100.0,300,0,0,20200,201800,600,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,300,400,200,200,0,100,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,10000,5000,0,2100,100,0,0,0,0,0,0,0,0
31/08/2018 0:00,100311000,21233800,Abdulaziz Al-Bishi,,Al-Faisaly,677700,1000.0,1800,300.0,200,0,0,20200,201800,2700,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,600,300,400,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6667,10000,8333,10000,3800,300,3333,100,10000,0,0,0,0,0
27/09/2018 0:00,100313200,21233800,Abdulaziz Al-Bishi,,Al-Faisaly,677700,400.0,1300,0.0,200,0,0,20200,201800,500,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2222,10000,8462,0,2600,100,10000,0,0,0,0,0,0,0
05/10/2018 0:00,100314200,21233800,Abdulaziz Al-Bishi,,Al-Faisaly,677700,1100.0,1100,400.0,100,100,0,20200,201800,1400,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,300,0,0,400,300,0,0,100,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7059,9091,9091,10000,3900,0,0,0,0,0,0,0,0,0
21/09/2018 0:00,100312500,21233800,Abdulaziz Al-Bishi,,Al-Faisaly,677700,1500.0,2100,700.0,300,300,0,20200,201800,2900,200,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,100,0,200,300,300,300,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,10000,9048,10000,5500,300,3333,0,0,0,0,0,0,0
16/03/2019 0:00,100318500,21233800,Abdulaziz Al-Bishi,,Al-Ittihad,131600,500.0,300,100.0,0,100,0,20200,201800,1200,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,0,0,200,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8571,10000,10000,0,1800,0,0,0,0,0,0,0,0,1100
14/09/2018 0:00,100311500,21233800,Abdulaziz Al-Bishi,,Al-Faisaly,677700,500.0,1000,300.0,100,100,0,20200,201800,2000,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,400,800,500,0,0,0,0,0,100,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8333,8000,8000,6667,3300,100,10000,0,0,0,0,0,0,0
30/11/2018 0:00,100318800,21233800,Abdulaziz Al-Bishi,,Al-Faisaly,677700,500.0,700,200.0,300,400,100,20200,201800,2000,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,400,200,200,0,0,100,100,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7143,10000,5714,10000,2300,100,0,0,0,0,0,0,0,0
09/02/2019 0:00,100325500,21233800,Abdulaziz Al-Bishi,,Al-Ittihad,131600,200.0,600,0.0,400,300,0,20200,201800,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,600,300,100,0,100,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,1667,0,2100,0,0,0,0,0,0,0,0,0
28/01/2019 0:00,100323500,10992700,Abdulaziz Al-Jebreen,,Al-Nassr,678000,0.0,200,100.0,0,0,0,20200,201800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6667,0,10000,10000,600,0,0,0,0,0,0,0,0,800
24/09/2018 0:00,100312900,10992700,Abdulaziz Al-Jebreen,,Al-Nassr,678000,1300.0,1900,1800.0,100,0,0,20200,201800,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,400,500,0,0,200,100,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9231,10000,8421,9444,4500,0,0,0,0,0,0,0,0,0
30/08/2018 0:00,100310500,10992700,Abdulaziz Al-Jebreen,,Al-Nassr,678000,400.0,400,1000.0,0,0,0,20200,201800,400,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,200,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,7500,7500,9000,1700,0,0,0,0,0,0,0,0,800
12/02/2019 0:00,100326300,10992700,Abdulaziz Al-Jebreen,,Al-Nassr,678000,300.0,1100,1200.0,0,200,0,20200,201800,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,100,300,0,100,0,100,200,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8462,10000,10000,9167,2900,0,0,0,0,0,0,0,0,0
14/12/2018 0:00,100320300,10992700,Abdulaziz Al-Jebreen,,Al-Nassr,678000,200.0,1000,400.0,100,100,0,20200,201800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,9000,10000,1500,0,0,0,0,0,0,0,0,400
10/01/2019 0:00,100322400,10992700,Abdulaziz Al-Jebreen,,Al-Nassr,678000,600.0,1000,1000.0,100,0,0,20200,201800,600,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,500,500,200,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8667,10000,9000,10000,2500,0,0,200,5000,0,0,0,0,0
19/09/2018 0:00,100312000,10992700,Abdulaziz Al-Jebreen,,Al-Nassr,678000,500.0,1900,2200.0,0,0,0,20200,201800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,500,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7895,10000,9474,9545,4800,0,0,0,0,0,0,0,0,0
