"Player ID","Team","Position","Appearances","Starts","Substitute On","Substitute Off","Goals","Shots On Target ( inc goals )","Shots Off Target (inc woodwork)","Total Shots Attempted","Goals to Shots Ratio","Shooting Accuracy","Blocked Shots","Hit Woodwork","Penalties Taken","Penalty Goals","Penalties Saved","Penalties Off Target","Penalties Not Scored","Penalty Success Rate","Attempts from Direct Free-kick","Direct Free-kick Goals","Direct Free-kick On Target","Direct Free-kick Off Target","Goals to Direct Free-kick ratio","Direct Free-kick Accuracy","Blocked Direct Free-kick","Goals from Inside Box","Shots On from Inside Box","Shots Off from Inside Box","Shots from Inside Box","Goals to Shots ratio Inside Box","Shooting Accuracy Inside Box","% shots from Inside Box","% goals from Inside Box","Blocked Shots from Inside Box","Goals from Outside Box","Shots On Target Outside Box","Shots Off Target Outside Box","Shots from Outside Box","Goals to Shots ratio Outside Box","Shooting Accuracy Outside Box","% shots from Outside Box","% goals from Outside Box","Blocked Shots Outside Box","Headed Goals","Headed Shots On Target","Headed Shots Off Target","Headed Shots","Goals / Shots Ratio Headed","Shooting Accuracy Headed","Headed Blocked Shots","Left Foot Goals","Left Foot Shots On Target","Left Foot Shots Off Target","Left Foot Shots","Goals to Shots ratio Left Foot","Shooting Accuracy Left Foot","Left Foot Blocked Shots","Right Foot Goals","Right Foot Shots On Target","Right Foot Shots Off Target","Right Foot Shots","Goals to Shots ratio Right Foot","Shooting Accuracy Right Foot","Right Foot Blocked Shots","Other Goals","Other Shots On Target","Other Shots Off Target","Other Shots","Goals to Shots ratio Other","Shooting Accuracy Other","Other Blocked Shots","Shots Cleared off Line","Shots Cleared off Line Inside Area","Shots Cleared off Line Outside Area","Mishit Shots On Target","Mishit Shots On Target Inside Area","Mishit Shots On Target Outside Area","Shots On (Saved)","Own Goals Conceded","GK when Team forced Own Goal","Goals Open Play","Goals from Corners","Goals from Throws","Goals from Direct Free Kick","Goals from Set Play","Goals from penalties","Goals from Set Pieces %","Attempts Open Play","Attempts from Corners","Attempts from Throws","Attempts from Direct Free Kick","Attempts from Set Play","Attempts from Penalties","Attempts from Set Pieces %","Deflected Goals","Deflected Shots","Goals from diving Headers","Goals - Volleys","Goals as a substitute","Full Name","Goal from pass from FK","Fast Break Goals","Fast Break Attempts","Big Chances Scored","Big Chances On Target","Big Chances Off Target","Big Chances Blocked","Big Chances Fluffed","Big Chance Conversion %","Shots Blocked by Own Player","Second Assists","Preferred Foot","Shots From 20m"
109955.00,"Al-Hilal","Midfielder",2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Abdulmalek Al-Khaibri",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Right",0.00
233279.00,"Al-Shabab","Midfielder",15.00,11.00,4.00,1.00,0.00,4.00,3.00,7.00,0.00,0.57,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,1.00,3.00,0.00,0.66,0.42,0.00,0.00,0.00,2.00,2.00,4.00,0.00,0.50,0.57,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,6.00,0.00,0.66,3.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,0.00,1.00,0.00,0.00,0.28,0.00,1.00,0.00,0.00,0.00,"Abdulmalek Al-Shammary",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0",8.00
445444.00,"Al-Quadisiya","Midfielder",5.00,0.00,5.00,0.00,0.00,1.00,3.00,4.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.50,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Abdulmohsen Al-Qahtani",0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,"0",3.00
442626.00,"Al-Baten","Midfielder",1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Abdulmohsen Al-Subhi",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0",0.00
181117.00,"Al-Quadisiya","Defender",3.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Abdulmohsen Fallatah",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0",0.00
464101.00,"Al-Baten","Midfielder",3.00,1.00,2.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Abdulrahman Al Dhifeeri",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0",0.00
153932.00,"Al-Feiha","Midfielder",19.00,17.00,2.00,4.00,0.00,2.00,8.00,10.00,0.00,0.20,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,0.50,0.20,0.00,1.00,0.00,1.00,7.00,8.00,0.00,0.12,0.80,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,7.00,8.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,"Abdulrahman Al-Barakah",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0",8.00
223123.00,"Al-Nassr","Midfielder",6.00,1.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Abdulrahman Al-Dossari",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0",0.00
152796.00,"Al-Ittihad","Forward",16.00,8.00,8.00,5.00,1.00,8.00,10.00,18.00,0.05,0.44,7.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,6.00,6.00,12.00,0.08,0.50,0.66,1.00,5.00,0.00,2.00,4.00,6.00,0.00,0.33,0.33,0.00,2.00,0.00,1.00,2.00,3.00,0.00,0.33,1.00,0.00,5.00,8.00,13.00,0.00,0.38,5.00,1.00,2.00,0.00,2.00,0.50,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,1.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,1.00,"Abdulrahman Al-Ghamdi",0.00,0.00,1.00,1.00,3.00,0.00,0.00,0.00,0.33,0.00,0.00,"0",11.00
197485.00,"Al-Nassr","Defender",5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Abdulrahman Al-Obaid",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,"0",2.00
226105.00,"Al-Hazm","Defender",7.00,5.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Abdulrahman Al-Rio",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0",1.00
248627.00,"Al-Feiha","Forward",8.00,3.00,5.00,4.00,1.00,4.00,3.00,7.00,0.14,0.57,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,3.00,7.00,0.14,0.57,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,1.00,0.00,1.00,2.00,3.00,5.00,0.20,0.40,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Abdulrahman Al-Yami",0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.50,0.00,0.00,"0",4.00
248478.00,"Al-Ittifaq","Forward",17.00,5.00,12.00,3.00,0.00,6.00,5.00,11.00,0.00,0.54,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,4.00,0.00,0.75,0.36,0.00,1.00,0.00,3.00,4.00,7.00,0.00,0.42,0.63,0.00,4.00,0.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,5.00,9.00,0.00,0.44,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,2.00,0.00,0.00,0.00,0.00,0.18,0.00,1.00,0.00,0.00,0.00,"Abdulrahman Alobud",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,"0",10.00
