"Player ID","Team","Position","Total Passes ( All )","Total Successful Passes ( All )","Total Unsuccessful Passes ( All )","Passing Accuracy ( All )","Assists","Key Passes","Total Passes ( Excl Crosses & Corners )","Total Successful Passes ( Excl Crosses & Corners )","Total Unsuccessful Passes ( Excl Crosses & Corners )","Passing Accuracy ( Excl Crosses & Corners )","Passes Attempted Own Half","Successful Passes Own Half","Unsuccessful Passes Own Half","Accuracy Own Half","Passes Attempted Opposition Half","Successful Passes Opposition Half","Unsuccessful Passes Opposition Half","Passing Accuracy Opposition Half","% Passes Own Half","% Passes Opposition Half","Passes Attempted Defensive third","Successful Passes Defensive third","Unsuccessful Passes Defensive third","Passing Accuracy Defensive third","Passes Attempted Middle third","Successful Passes Middle third","Unsuccessful Passes Middle third","Passing Accuracy Middle third","Passes Attempted Final third","Successful Passes Final third","Unsuccessful Passes Final third","Passing Accuracy Final third","% Passes in Defensive third","% Passes in Middle third","% Passes in Attacking third","Short Passes Attempted","Successful Short Passes","Unsuccessful Short Passes","Short Pass Accuracy","Long Passes Attempted","Successful Long Passes","Unsuccessful Long Passes","Long Pass Accuracy","% Passes Short","% Passes Long","Total Flick-Ons","Successful Flick-Ons","Unsuccessful Flick-Ons","Flick-on Success Rate","Crosses & Corners Attempted","Successful Crosses & Corners","Unsuccessful Crosses & Corners","Crosses & Corners Accuracy","Crosses Attempted","Successful Crosses","Unsuccessful Crosses","Cross Completion Rate","Corners Taken (incl short corners)","Corners Conceded","Corners into Box","Successful Corners into Box","Unsuccessful Corners into Box","Corners into Box Accuracy","Short Corners","Throw Ins taken","Throw Ins to Own Player","Throw Ins to Opposition Player","Throw In Success Rate","Short Throw Ins","Long Throw Ins","Throw Ins Conceded","Dribbles Attempted","Successful Dribbles","Unsuccessful Dribbles","Dribble Success Rate","Dribbles and Runs Attempted","Successful Dribbles & Runs","Unsuccessful Dribbles & Runs","Dribble & Run Success Rate","Runs Attempted","Total Crosses & Corners (Left)","Successful Crosses & Corners (Left)","Unsuccessful Crosses & Corners (Left)","Crosses & Corners accuracy (Left)","Total Crosses (Left)","Successful Crosses (Left)","Unsuccessful Crosses (Left)","Crosses accuracy (Left)","Total Corners (Left)","Successful Corners (Left)","Unsuccessful Corners (Left)","Corners accuracy (Left)","Total Crosses & Corners (Right)","Successful Crosses & Corners (Right)","Unsuccessful Crosses & Corners (Right)","Crosses & Corners accuracy (Right)","Total Crosses (Right)","Successful Crosses (Right)","Unsuccessful Crosses (Right)","Crosses accuracy (Right)","Total Corners (Right)","Successful Corners (Right)","Unsuccessful Corners (Right)","Corners accuracy (Right)","Long Passes Attempted (Own Half)","Long Passes Attempted (Opp Half)","Long Passes Successful (Own Half)","Long Passes Successful (Opp Half)","Short Passes Attempted (Own Half)","Short Passes Attempted (Opp Half)","Short Passes Successful (Own Half)","Short Passes Successful (Opp Half)","Full Name","Intentional Assist","Long Balls","Successful Long Balls","Unsuccessful Long Balls","Long Ball Accuracy %","Successful Lay-Offs","Unsuccessful Lay-Offs","Through Ball","Crosses & Corners in the Air","Successful Crosses & Corners in the air","Unsuccessful Crosses & Corners in the air","Crossing accuracy","Crosses in the Air","Successful crosses in the air","Unsuccessful crosses in the air","Field134","Open Play Crosses","Successful open play crosses","Unsuccessful open play crosses","Open Play Cross %","Touches","Goal Assist (Corner)","Goal Assist (Free Kick)","Goal Assist (Throw In)","Goal Assist (Goal Kick)","Goal Assist (Set Piece)","Key Corner","Key Free Kick","Key Throw In","Key Goal Kick","Key Set Pieces","Chances Created","Chances created open play","Touches own half","Touches opposition half","Assists as Sub","Passes Received","Deep Crosses","Attacking Crosses","Touches in Opp Box","Big Chance Assist","Big Chance Created","Big Chance Converted %","Assist Dead Ball","Assist at Set Piece","Intentional Assists","Intentional Chances Created","Intentional Chances Created Open Play","Passes into Opp","Passes Switching Flank","Dribbles Own Half","Dribbles Opp Half","Pass Forward Own","Pass Backward Own","Pass Diagonal Own","Pass Forward Opp","Pass Backward Opp","Pass Diagonal Opp","Open Play Passes","Open Play Passes Success","Open Play Pass Accuracy","Fantasy Assist Pass Lost","Fantasy Assist Blocked Shot","Fantasy Assist Attempt Saved","Fantasy Assist Post","Fantasy Assist Free Kick Won","Fantasy Assist Handball Won","Fantasy Assist Own Goal","Fantasy Assist Penalty Won","DFL Assists","Possession Lost","Touches in Own Box"
39242.00,"Al-Ittihad","Midfielder",1046.00,913.00,133.00,0.87,1.00,10.00,1027.00,911.00,116.00,0.88,353.00,323.00,30.00,0.91,674.00,588.00,86.00,0.87,0.34,0.65,133.00,127.00,6.00,0.95,585.00,530.00,55.00,0.90,309.00,254.00,55.00,0.82,0.12,0.56,0.30,927.00,832.00,95.00,0.89,100.00,79.00,21.00,0.79,0.90,0.09,1.00,1.00,0.00,1.00,19.00,2.00,17.00,0.10,17.00,2.00,15.00,0.11,3.00,4.00,2.00,0.00,2.00,0.00,1.00,7.00,7.00,0.00,1.00,7.00,0.00,,6.00,4.00,2.00,0.66,6.00,4.00,2.00,0.66,,12.00,1.00,11.00,0.08,10.00,1.00,9.00,0.10,2.00,0.00,2.00,0.00,7.00,1.00,6.00,0.14,7.00,1.00,6.00,0.14,0.00,0.00,0.00,0.00,22.00,78.00,17.00,62.00,331.00,596.00,306.00,526.00,"Karim El Ahmadi",1.00,12.00,5.00,7.00,0.41,5.00,0.00,1.00,17.00,2.00,15.00,0.11,15.00,2.00,13.00,0.13,16.00,2.00,14.00,0.12,1300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,11.00,571.00,729.00,0.00,802.00,9.00,8.00,11.00,1.00,1.00,1.00,0.00,0.00,1.00,4.00,4.00,98.00,9.00,1.00,5.00,49.00,83.00,221.00,306.00,32.00,336.00,982.00,871.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,167.00,24.00
46345.00,"Al-Raed","Midfielder",330.00,246.00,84.00,0.74,1.00,12.00,295.00,236.00,59.00,0.80,70.00,65.00,5.00,0.92,225.00,171.00,54.00,0.76,0.23,0.76,29.00,27.00,2.00,0.93,128.00,114.00,14.00,0.89,138.00,95.00,43.00,0.68,0.09,0.43,0.46,271.00,225.00,46.00,0.83,24.00,11.00,13.00,0.45,0.91,0.08,3.00,1.00,2.00,0.33,35.00,10.00,25.00,0.28,33.00,10.00,23.00,0.30,2.00,1.00,2.00,0.00,2.00,0.00,0.00,9.00,8.00,1.00,0.88,8.00,1.00,,33.00,17.00,16.00,0.51,33.00,17.00,16.00,0.51,,20.00,5.00,15.00,0.25,19.00,5.00,14.00,0.26,1.00,0.00,1.00,0.00,15.00,5.00,10.00,0.33,14.00,5.00,9.00,0.35,1.00,0.00,1.00,0.00,6.00,18.00,4.00,7.00,64.00,207.00,61.00,164.00,"Yassine El Ghanassy",1.00,4.00,0.00,4.00,0.00,1.00,0.00,0.00,32.00,8.00,24.00,0.25,30.00,8.00,22.00,0.26,31.00,8.00,23.00,0.25,489.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,13.00,11.00,118.00,371.00,1.00,309.00,13.00,20.00,43.00,1.00,3.00,0.33,0.00,0.00,1.00,10.00,7.00,16.00,4.00,4.00,29.00,8.00,35.00,27.00,68.00,38.00,119.00,289.00,232.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,146.00,2.00
112248.00,"Ohod","Forward",165.00,121.00,44.00,0.73,0.00,5.00,159.00,118.00,41.00,0.74,41.00,31.00,10.00,0.75,118.00,87.00,31.00,0.73,0.25,0.74,13.00,7.00,6.00,0.53,80.00,67.00,13.00,0.83,66.00,44.00,22.00,0.66,0.08,0.50,0.41,141.00,110.00,31.00,0.78,18.00,8.00,10.00,0.44,0.88,0.11,2.00,0.00,2.00,0.00,6.00,3.00,3.00,0.50,6.00,3.00,3.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,7.00,3.00,4.00,0.42,7.00,3.00,4.00,0.42,,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,3.00,2.00,0.60,5.00,3.00,2.00,0.60,0.00,0.00,0.00,0.00,3.00,15.00,2.00,6.00,38.00,103.00,29.00,81.00,"Eslam Seraj",0.00,5.00,1.00,4.00,0.20,2.00,1.00,0.00,6.00,3.00,3.00,0.50,6.00,3.00,3.00,0.50,6.00,3.00,3.00,0.50,243.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,68.00,175.00,0.00,142.00,4.00,2.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,9.00,3.00,1.00,6.00,6.00,17.00,18.00,30.00,25.00,63.00,149.00,108.00,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.00,8.00
166418.00,"Al-Shabab","Defender",339.00,252.00,87.00,0.74,1.00,9.00,309.00,244.00,65.00,0.78,126.00,99.00,27.00,0.78,183.00,145.00,38.00,0.79,0.40,0.59,36.00,30.00,6.00,0.83,172.00,139.00,33.00,0.80,101.00,75.00,26.00,0.74,0.11,0.55,0.32,260.00,226.00,34.00,0.86,49.00,18.00,31.00,0.36,0.84,0.15,1.00,0.00,1.00,0.00,30.00,8.00,22.00,0.26,29.00,8.00,21.00,0.27,2.00,8.00,1.00,0.00,1.00,0.00,1.00,72.00,60.00,12.00,0.83,56.00,16.00,,15.00,5.00,10.00,0.33,15.00,5.00,10.00,0.33,,29.00,8.00,21.00,0.27,28.00,8.00,20.00,0.28,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,19.00,30.00,8.00,10.00,107.00,153.00,91.00,135.00,"Euller",1.00,15.00,1.00,14.00,0.06,1.00,0.00,0.00,30.00,8.00,22.00,0.26,29.00,8.00,21.00,0.27,28.00,8.00,20.00,0.28,536.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,10.00,9.00,259.00,277.00,0.00,265.00,18.00,11.00,4.00,1.00,4.00,0.25,0.00,0.00,1.00,7.00,5.00,45.00,7.00,6.00,9.00,52.00,17.00,57.00,96.00,17.00,70.00,290.00,230.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,126.00,17.00
182180.00,"Al-Hazm","Defender",868.00,575.00,293.00,0.66,0.00,4.00,865.00,575.00,290.00,0.66,457.00,365.00,92.00,0.79,408.00,210.00,198.00,0.51,0.52,0.47,207.00,171.00,36.00,0.82,473.00,322.00,151.00,0.68,185.00,82.00,103.00,0.44,0.23,0.54,0.21,603.00,469.00,134.00,0.77,262.00,106.00,156.00,0.40,0.69,0.30,2.00,1.00,1.00,0.50,3.00,0.00,3.00,0.00,3.00,0.00,3.00,0.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,14.00,10.00,4.00,0.71,5.00,9.00,,21.00,13.00,8.00,0.61,21.00,13.00,8.00,0.61,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,58.00,204.00,32.00,74.00,399.00,204.00,333.00,136.00,"Fagner Alemão",0.00,113.00,25.00,88.00,0.22,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,3.00,0.00,3.00,0.00,1290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,1096.00,194.00,0.00,463.00,1.00,2.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,171.00,18.00,16.00,5.00,198.00,23.00,236.00,315.00,1.00,89.00,799.00,528.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,333.00,170.00
116296.00,"Al-Faisaly","Midfielder",1203.00,1029.00,174.00,0.85,3.00,23.00,1176.00,1016.00,160.00,0.86,531.00,491.00,40.00,0.92,645.00,525.00,120.00,0.81,0.45,0.54,171.00,163.00,8.00,0.95,721.00,653.00,68.00,0.90,284.00,200.00,84.00,0.70,0.14,0.61,0.24,1033.00,921.00,112.00,0.89,143.00,95.00,48.00,0.66,0.87,0.12,3.00,1.00,2.00,0.33,27.00,13.00,14.00,0.48,6.00,3.00,3.00,0.50,23.00,5.00,21.00,10.00,11.00,0.47,2.00,10.00,9.00,1.00,0.90,8.00,2.00,,25.00,19.00,6.00,0.76,25.00,19.00,6.00,0.76,,14.00,6.00,8.00,0.42,3.00,2.00,1.00,0.66,11.00,4.00,7.00,0.36,13.00,7.00,6.00,0.53,3.00,1.00,2.00,0.33,10.00,6.00,4.00,0.60,31.00,112.00,26.00,69.00,500.00,533.00,465.00,456.00,"Fahad Al Ansari",2.00,7.00,0.00,7.00,0.00,6.00,0.00,0.00,27.00,13.00,14.00,0.48,6.00,3.00,3.00,0.50,3.00,2.00,1.00,0.66,1456.00,0.00,1.00,1.00,0.00,2.00,7.00,4.00,0.00,0.00,11.00,26.00,13.00,785.00,671.00,0.00,898.00,4.00,2.00,14.00,2.00,4.00,0.50,2.00,2.00,2.00,16.00,4.00,97.00,24.00,8.00,17.00,77.00,109.00,345.00,254.00,30.00,361.00,1117.00,967.00,0.86,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,218.00,64.00
111768.00,"Al-Ittihad","Forward",373.00,244.00,129.00,0.65,2.00,22.00,318.00,238.00,80.00,0.74,60.00,49.00,11.00,0.81,258.00,189.00,69.00,0.73,0.18,0.81,20.00,18.00,2.00,0.90,107.00,87.00,20.00,0.81,191.00,133.00,58.00,0.69,0.06,0.33,0.60,307.00,232.00,75.00,0.75,11.00,6.00,5.00,0.54,0.96,0.03,3.00,1.00,2.00,0.33,55.00,6.00,49.00,0.10,43.00,4.00,39.00,0.09,13.00,1.00,12.00,2.00,10.00,0.16,1.00,12.00,11.00,1.00,0.91,9.00,3.00,,39.00,13.00,26.00,0.33,39.00,13.00,26.00,0.33,,24.00,3.00,21.00,0.12,18.00,3.00,15.00,0.16,6.00,0.00,6.00,0.00,31.00,3.00,28.00,0.09,25.00,1.00,24.00,0.04,6.00,2.00,4.00,0.33,4.00,7.00,2.00,4.00,56.00,251.00,47.00,185.00,"Fahad Al Muwallad",2.00,1.00,0.00,1.00,0.00,9.00,1.00,1.00,49.00,6.00,43.00,0.12,37.00,4.00,33.00,0.10,40.00,4.00,36.00,0.10,667.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00,24.00,22.00,98.00,569.00,0.00,424.00,12.00,31.00,103.00,2.00,2.00,1.00,0.00,0.00,2.00,8.00,6.00,11.00,1.00,7.00,32.00,10.00,29.00,21.00,72.00,51.00,135.00,306.00,226.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,246.00,2.00
423633.00,"Al-Hilal","Forward",1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fahad Al Rashidi",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,0.00,4.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00
423633.00,"Ohod","Forward",44.00,29.00,15.00,0.65,1.00,2.00,41.00,29.00,12.00,0.70,15.00,12.00,3.00,0.80,26.00,17.00,9.00,0.65,0.36,0.63,4.00,2.00,2.00,0.50,24.00,21.00,3.00,0.87,13.00,6.00,7.00,0.46,0.09,0.58,0.31,35.00,26.00,9.00,0.74,6.00,3.00,3.00,0.50,0.85,0.14,2.00,0.00,2.00,0.00,3.00,0.00,3.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,3.00,15.00,20.00,12.00,14.00,"Fahad Al Rashidi",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,3.00,0.00,3.00,0.00,3.00,0.00,3.00,0.00,3.00,0.00,53.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,17.00,36.00,1.00,39.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,2.00,8.00,5.00,13.00,4.00,9.00,41.00,29.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,18.00,0.00
109765.00,"Al-Baten","Midfielder",260.00,179.00,81.00,0.68,1.00,3.00,240.00,177.00,63.00,0.73,83.00,66.00,17.00,0.79,157.00,111.00,46.00,0.70,0.34,0.65,43.00,39.00,4.00,0.90,101.00,75.00,26.00,0.74,96.00,63.00,33.00,0.65,0.17,0.42,0.40,214.00,166.00,48.00,0.77,26.00,11.00,15.00,0.42,0.89,0.10,6.00,1.00,5.00,0.16,20.00,2.00,18.00,0.10,20.00,2.00,18.00,0.10,0.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,4.00,1.00,0.80,2.00,3.00,,25.00,9.00,16.00,0.36,25.00,9.00,16.00,0.36,,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,19.00,2.00,17.00,0.10,19.00,2.00,17.00,0.10,0.00,0.00,0.00,0.00,10.00,16.00,7.00,4.00,73.00,141.00,59.00,107.00,"Fahad Aljuhani",1.00,6.00,1.00,5.00,0.16,0.00,1.00,0.00,18.00,2.00,16.00,0.11,18.00,2.00,16.00,0.11,20.00,2.00,18.00,0.10,435.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,157.00,278.00,1.00,252.00,8.00,12.00,19.00,1.00,1.00,1.00,0.00,0.00,1.00,4.00,3.00,13.00,3.00,4.00,21.00,16.00,31.00,36.00,49.00,32.00,76.00,239.00,176.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,151.00,11.00
432973.00,"Al-Nassr","Midfielder",162.00,123.00,39.00,0.75,3.00,7.00,140.00,116.00,24.00,0.82,42.00,38.00,4.00,0.90,98.00,78.00,20.00,0.79,0.30,0.70,9.00,7.00,2.00,0.77,78.00,71.00,7.00,0.91,53.00,38.00,15.00,0.71,0.06,0.55,0.37,134.00,112.00,22.00,0.83,6.00,4.00,2.00,0.66,0.95,0.04,3.00,1.00,2.00,0.33,22.00,7.00,15.00,0.31,15.00,3.00,12.00,0.20,8.00,0.00,7.00,4.00,3.00,0.57,1.00,2.00,1.00,1.00,0.50,2.00,0.00,,13.00,7.00,6.00,0.53,13.00,7.00,6.00,0.53,,7.00,4.00,3.00,0.57,3.00,1.00,2.00,0.33,4.00,3.00,1.00,0.75,14.00,3.00,11.00,0.21,12.00,2.00,10.00,0.16,2.00,1.00,1.00,0.50,3.00,3.00,2.00,2.00,39.00,95.00,36.00,76.00,"Fahad Bin Jumayah",1.00,2.00,1.00,1.00,0.50,2.00,0.00,0.00,20.00,7.00,13.00,0.35,14.00,3.00,11.00,0.21,14.00,3.00,11.00,0.21,243.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,10.00,7.00,51.00,192.00,2.00,140.00,9.00,6.00,18.00,1.00,2.00,0.50,0.00,0.00,1.00,6.00,4.00,1.00,1.00,2.00,11.00,2.00,16.00,24.00,20.00,28.00,50.00,139.00,115.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,64.00,1.00
223624.00,"Al-Shabab","Defender",201.00,146.00,55.00,0.72,1.00,5.00,173.00,140.00,33.00,0.80,70.00,61.00,9.00,0.87,103.00,79.00,24.00,0.76,0.40,0.59,37.00,35.00,2.00,0.94,73.00,61.00,12.00,0.83,63.00,44.00,19.00,0.69,0.21,0.42,0.36,154.00,133.00,21.00,0.86,19.00,7.00,12.00,0.36,0.89,0.10,0.00,0.00,0.00,0.00,28.00,6.00,22.00,0.21,28.00,6.00,22.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,36.00,8.00,0.81,33.00,11.00,,4.00,2.00,2.00,0.50,4.00,2.00,2.00,0.50,,28.00,6.00,22.00,0.21,28.00,6.00,22.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,13.00,4.00,3.00,64.00,90.00,57.00,76.00,"Fahad Ghazi",1.00,6.00,1.00,5.00,0.16,0.00,0.00,0.00,28.00,6.00,22.00,0.21,28.00,6.00,22.00,0.21,28.00,6.00,22.00,0.21,319.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,6.00,127.00,192.00,0.00,168.00,7.00,21.00,11.00,0.00,2.00,0.00,0.00,0.00,1.00,6.00,5.00,19.00,4.00,0.00,4.00,10.00,24.00,36.00,33.00,22.00,48.00,172.00,139.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,78.00,5.00
109956.00,"Ohod","Midfielder",95.00,74.00,21.00,0.77,0.00,2.00,92.00,73.00,19.00,0.79,43.00,36.00,7.00,0.83,49.00,37.00,12.00,0.75,0.46,0.53,15.00,15.00,0.00,1.00,61.00,47.00,14.00,0.77,16.00,11.00,5.00,0.68,0.16,0.66,0.17,84.00,67.00,17.00,0.79,8.00,6.00,2.00,0.75,0.91,0.08,0.00,0.00,0.00,0.00,3.00,1.00,2.00,0.33,3.00,1.00,2.00,0.33,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,4.00,2.00,2.00,0.50,4.00,2.00,2.00,0.50,,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.50,2.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,3.00,5.00,2.00,4.00,40.00,44.00,34.00,33.00,"Fahad Hamad",0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,1.00,2.00,0.33,3.00,1.00,2.00,0.33,2.00,1.00,1.00,0.50,125.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,64.00,61.00,0.00,70.00,2.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,11.00,0.00,1.00,3.00,10.00,7.00,26.00,18.00,2.00,29.00,89.00,71.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,4.00
197483.00,"Al-Quadisiya","Goalkeeper",47.00,31.00,16.00,0.65,0.00,0.00,40.00,24.00,16.00,0.60,20.00,14.00,3.00,0.82,20.00,7.00,13.00,0.35,0.40,0.50,9.00,8.00,1.00,0.88,26.00,14.00,12.00,0.53,5.00,2.00,3.00,0.40,0.22,0.65,0.12,7.00,7.00,0.00,1.00,33.00,17.00,16.00,0.51,0.17,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,20.00,10.00,7.00,7.00,0.00,7.00,0.00,"Faisal Almsarhe",0.00,28.00,14.00,14.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,11.00,0.00,2.00,12.00,0.00,0.00,13.00,10.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,54.00
109917.00,"Al-Wahda","Midfielder",501.00,376.00,125.00,0.75,1.00,8.00,479.00,372.00,107.00,0.77,211.00,172.00,39.00,0.81,268.00,200.00,68.00,0.74,0.44,0.55,86.00,70.00,16.00,0.81,261.00,209.00,52.00,0.80,132.00,93.00,39.00,0.70,0.17,0.54,0.27,423.00,348.00,75.00,0.82,56.00,24.00,32.00,0.42,0.88,0.11,4.00,2.00,2.00,0.50,22.00,4.00,18.00,0.18,17.00,2.00,15.00,0.11,5.00,7.00,5.00,2.00,3.00,0.40,0.00,72.00,60.00,12.00,0.83,54.00,18.00,,17.00,9.00,8.00,0.52,17.00,9.00,8.00,0.52,,3.00,2.00,1.00,0.66,0.00,0.00,0.00,0.00,3.00,2.00,1.00,0.66,19.00,2.00,17.00,0.10,17.00,2.00,15.00,0.11,2.00,0.00,2.00,0.00,15.00,41.00,9.00,15.00,196.00,227.00,163.00,185.00,"Faisal Darwish",0.00,14.00,0.00,14.00,0.00,2.00,0.00,2.00,21.00,4.00,17.00,0.19,16.00,2.00,14.00,0.12,16.00,2.00,14.00,0.12,685.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,9.00,7.00,383.00,302.00,1.00,403.00,6.00,11.00,6.00,1.00,4.00,0.25,0.00,0.00,0.00,5.00,3.00,65.00,1.00,9.00,8.00,85.00,28.00,98.00,154.00,27.00,87.00,470.00,363.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,157.00,25.00
