PlayerID,PlayerSurname,PlayerForename,Team,TeamId,Appearances,TimePlayed,Starts,SubstituteOn,SubstituteOff,Goals,FirstGoal,WinningGoal,ShotsOnTargetincgoals,ShotsOffTargetincwoodwork,BlockedShots,PenaltiesTaken,PenaltyGoals,PenaltiesSaved,PenaltiesOffTarget,PenaltiesNotScored,DirectFreekickGoals,DirectFreekickOnTarget,DirectFreekickOffTarget,BlockedDirectFreekick,GoalsfromInsideBox,ShotsOnfromInsideBox,ShotsOfffromInsideBox,BlockedShotsfromInsideBox,GoalsfromOutsideBox,ShotsOnTargetOutsideBox,ShotsOffTargetOutsideBox,BlockedShotsOutsideBox,HeadedGoals,HeadedShotsOnTarget,HeadedShotsOffTarget,HeadedBlockedShots,LeftFootGoals,LeftFootShotsOnTarget,LeftFootShotsOffTarget,LeftFootBlockedShots,RightFootGoals,RightFootShotsOnTarget,RightFootShotsOffTarget,RightFootBlockedShots,OtherGoals,OtherShotsOnTarget,OtherShotsOffTarget,OtherBlockedShots,ShotsClearedoffLine,ShotsClearedoffLineInsideArea,ShotsClearedoffLineOutsideArea,GoalsOpenPlay,GoalsfromCorners,GoalsfromThrows,GoalsfromDirectFreeKick,GoalsfromSetPlay,Goalsfrompenalties,AttemptsOpenPlayontarget,AttemptsfromCornersontarget,AttemptsfromThrowsontarget,AttemptsfromDirectFreeKickontarget,AttemptsfromSetPlayontarget,AttemptsfromPenaltiesontarget,AttemptsOpenPlayofftarget,AttemptsfromCornersofftarget,AttemptsfromThrowsofftarget,AttemptsfromDirectFreeKickofftarget,AttemptsfromSetPlayofftarget,AttemptsfromPenaltiesofftarget,Goalsasasubstitute,TotalSuccessfulPassesAll,TotalUnsuccessfulPassesAll,Assists,KeyPasses,TotalSuccessfulPassesExclCrossesCorners,TotalUnsuccessfulPassesExclCrossesCorners,SuccessfulPassesOwnHalf,UnsuccessfulPassesOwnHalf,SuccessfulPassesOppositionHalf,UnsuccessfulPassesOppositionHalf,SuccessfulPassesDefensivethird,UnsuccessfulPassesDefensivethird,SuccessfulPassesMiddlethird,UnsuccessfulPassesMiddlethird,SuccessfulPassesFinalthird,UnsuccessfulPassesFinalthird,SuccessfulShortPasses,UnsuccessfulShortPasses,SuccessfulLongPasses,UnsuccessfulLongPasses,SuccessfulFlickOns,UnsuccessfulFlickOns,SuccessfulCrossesCorners
212338.0,Abdulaziz Al-Bishi,,Al-Ittihad,1316.0,7.0,361.0,4.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,43.0,1.0,7.0,76.0,34.0,15.0,9.0,61.0,25.0,4.0,2.0,27.0,14.0,45.0,18.0,71.0,30.0,5.0,4.0,0.0,0.0,3.0
109927.0,Abdulaziz Al-Jebreen,,Al-Nassr,6780.0,14.0,681.0,6.0,8.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,388.0,60.0,0.0,2.0,388.0,59.0,227.0,17.0,161.0,42.0,84.0,6.0,252.0,36.0,52.0,17.0,353.0,44.0,35.0,15.0,1.0,0.0,0.0
214166.0,Abdulelah Almalki,,Al-Wahda,6847.0,15.0,682.0,9.0,6.0,7.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,311.0,42.0,0.0,9.0,311.0,42.0,145.0,13.0,166.0,29.0,46.0,6.0,199.0,14.0,66.0,22.0,291.0,34.0,20.0,8.0,3.0,1.0,0.0
444683.0,Abdulfattah Adam,,Al-Taawon,6778.0,20.0,795.0,7.0,13.0,4.0,11.0,4.0,2.0,17.0,6.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,17.0,6.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,9.0,13.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,172.0,62.0,1.0,19.0,170.0,58.0,27.0,5.0,143.0,53.0,7.0,1.0,70.0,23.0,93.0,34.0,168.0,56.0,2.0,2.0,0.0,5.0,2.0
152795.0,Abdulfattah Asiri,,Al-Ahli,6770.0,14.0,782.0,8.0,6.0,4.0,5.0,2.0,2.0,8.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,6.0,0.0,0.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,4.0,6.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,250.0,107.0,4.0,21.0,236.0,79.0,61.0,6.0,175.0,73.0,30.0,1.0,93.0,20.0,113.0,58.0,225.0,68.0,11.0,11.0,1.0,1.0,14.0
431034.0,Abdulkarim Al-Qahtani,,Al-Feiha,10483.0,11.0,827.0,10.0,1.0,6.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,134.0,2.0,15.0,239.0,98.0,81.0,19.0,158.0,79.0,31.0,5.0,116.0,38.0,92.0,55.0,214.0,74.0,25.0,24.0,1.0,5.0,11.0
106968.0,Abdullah Al Hafith,,Al-Ittifaq,5680.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,178.0,49.0,0.0,0.0,178.0,49.0,141.0,17.0,37.0,32.0,67.0,6.0,98.0,23.0,13.0,20.0,157.0,16.0,21.0,33.0,1.0,1.0,0.0
432380.0,Abdullah Al Yousif,,Al-Fateh,6772.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,114.0,0.0,4.0,240.0,97.0,122.0,32.0,118.0,65.0,61.0,5.0,127.0,55.0,52.0,37.0,210.0,64.0,30.0,33.0,0.0,0.0,6.0
83684.0,Abdullah Al Zoari,,Al-Wahda,6847.0,19.0,1710.0,19.0,0.0,0.0,1.0,0.0,1.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,624.0,182.0,0.0,12.0,616.0,146.0,303.0,46.0,313.0,100.0,131.0,11.0,341.0,66.0,144.0,69.0,579.0,100.0,37.0,46.0,0.0,1.0,8.0
197372.0,Abdullah Al-Amar,,Al-Fateh,6772.0,9.0,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,80.0,0.0,8.0,251.0,61.0,139.0,20.0,112.0,40.0,73.0,12.0,118.0,22.0,60.0,26.0,235.0,40.0,16.0,21.0,0.0,1.0,8.0
197372.0,Abdullah Al-Amar,,Al-Ittihad,1316.0,2.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,5.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
466808.0,Abdullah Al-Bahri,,Al-Ittifaq,5680.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,13.0,9.0,8.0,4.0,1.0,2.0,6.0,0.0,3.0,4.0,0.0,1.0,11.0,0.0,2.0,9.0,0.0,0.0,0.0
191741.0,Abdullah Al-Fahad,,Al-Raed,6773.0,17.0,1245.0,14.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,396.0,113.0,0.0,6.0,394.0,103.0,228.0,30.0,166.0,73.0,127.0,7.0,192.0,50.0,75.0,46.0,356.0,71.0,38.0,32.0,0.0,0.0,2.0
442254.0,Abdullah Al-Hamdan,,Al-Shabab,6774.0,5.0,80.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,9.0,7.0,2.0,2.0,7.0,5.0,0.0,1.0,5.0,1.0,4.0,5.0,9.0,7.0,0.0,0.0,0.0,2.0,1.0
109739.0,Abdullah Al-Jadani,,Al-Wahda,6847.0,4.0,306.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,39.0,0.0,0.0,42.0,39.0,21.0,8.0,14.0,20.0,13.0,3.0,18.0,15.0,4.0,10.0,16.0,0.0,26.0,39.0,0.0,0.0,0.0
246480.0,Abdullah Al-Joui,,Al-Taawon,6778.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
245402.0,Abdullah Al-Khaibari,,Al-Shabab,6774.0,12.0,830.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,49.0,0.0,3.0,342.0,48.0,166.0,21.0,176.0,27.0,73.0,10.0,192.0,21.0,77.0,17.0,330.0,35.0,12.0,13.0,0.0,1.0,1.0
245402.0,Abdullah Al-Khaibari,,Al-Nassr,6780.0,4.0,303.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,17.0,0.0,0.0,167.0,17.0,88.0,2.0,79.0,15.0,19.0,0.0,130.0,9.0,18.0,8.0,160.0,15.0,7.0,2.0,0.0,0.0,0.0
109733.0,Abdullah Al-Mayoof,,Al-Hilal,1317.0,5.0,380.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,43.0,0.0,0.0,63.0,43.0,42.0,4.0,7.0,24.0,32.0,0.0,13.0,13.0,4.0,15.0,41.0,0.0,22.0,43.0,0.0,0.0,0.0
