PlayerID,PlayerSurname,PlayerForename,Team,TeamId,PassBackward,PassLeft,PassRight,UnsuccessfulBallTouch,SuccessfulBallTouch,TakeOnsOverrun,CompId,SeasId,Touchesopenplayfinalthird,Touchesopenplayoppbox,Touchesopenplayoppsixyards,DeflectedGoals,DeflectedShots,GoalfrompassfromFK,GoalsfromdivingHeaders,GoalsVolleys,FastBreakGoals,FastBreakAttempts,BigChanceCreated,BigChancesScored,BigChancesOnTarget,BigChancesOffTarget,BigChancesBlocked,BigChancesFluffed,IntentionalAssist,IntentionalChancesCreated,SecondAssists,AttackingGroundDuelsWon,AttackingGroundDuelsLost,DefensiveGroundDuelsWon,DefensiveGroundDuelsLost,AttackingAerialDuelsWon,AttackingAerialDuelsLost,DefensiveAerialDuelsWon,DefensiveAerialDuelsLost,CrossesBlocked,StraightRedcard,RedCard2Yellows,TimesTackled,GoalkeeperSmother,SavesDiving,SavesFingertip,SavesParriedSafe,SavesParriedDanger,SavesStanding,SavesReaching,SavesStooping,SavesHands,SavesFeet,SavesBody,GKPickup,SavesCaught,SavesCollected,KeeperSweeperSuccessful,KeeperSweeperUnsuccessful,TotalShotsConceded,TotalBlockedShotsConceded,Xsuccessfulpassesforwards,Xsuccessfulpassesbackwards,Xsuccessfulpassesleft,Xsuccessfulpassesright,PassesReceived,LeftFootShots,ShootingAccuracyLeftFoot,RightFootShots,ShootingAccuracyRightFoot,GKLongDistribution,GKLongAccuracy,GKShortDistribution,GKShortAccuracy,SubPosition
21761000,Abdelrazzak,Ghazi,Ohod,962400,2700.0,600.0,7400.0,300.0,1200,0,20200,201800,5100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,1100,1000,1700,1100,0,300,600,600,300,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6387,9630,10000,8784,16500,0,0,0,0,0,0,0,0,0
10981600,Abdo Al-Basisi,,Ohod,962400,0.0,0.0,300.0,0.0,200,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,500,100,500,300,500,0,200,1200,0,0,3100,200,100,200,0,4300,1400,3333,0,0,10000,2200,0,0,0,0,1700,3529,1600,9375,100
23451900,Abdulaziz Al Aryani,,Al-Ittihad,131600,1000.0,500.0,1700.0,700.0,300,100,20200,201800,5700,2000,100,0,100,0,0,0,0,0,0,100,100,0,0,0,0,200,0,1100,1000,0,300,100,100,0,100,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6667,8000,6000,7059,5700,0,0,300,10000,0,0,0,0,1000
22362100,Abdulaziz Al Sharid,,Al-Fateh,677200,2800.0,2100.0,2800.0,100.0,800,0,20200,201800,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,400,600,200,0,0,0,100,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7037,10000,10000,8929,8300,0,0,0,0,0,0,0,0,1100
21233800,Abdulaziz Al-Bishi,,Al-Faisaly,677700,10500.0,14700.0,4300.0,2300.0,1300,400,20200,201800,20700,2800,0,100,0,0,0,0,100,100,300,100,100,0,0,0,100,1300,0,4700,4900,3200,1700,0,300,200,200,100,0,0,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6306,9810,8299,8837,42900,1800,3889,200,5000,0,0,0,0,0
21233800,Abdulaziz Al-Bishi,,Al-Ittihad,131600,1900.0,3700.0,600.0,1200.0,700,100,20200,201800,9400,1200,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,300,0,3000,2400,900,900,0,800,100,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6042,7895,7297,8333,14200,400,7500,0,0,0,0,0,0,700
10992700,Abdulaziz Al-Jebreen,,Al-Nassr,678000,6100.0,11700.0,12400.0,500.0,1000,0,20200,201800,3700,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1100,500,3600,2200,600,100,1600,700,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7241,9672,9060,9516,31000,0,0,300,6667,0,0,0,0,800
42082500,Abdulaziz Majrashi,,Al-Baten,962300,2400.0,3300.0,3500.0,400.0,200,100,20200,201800,2800,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,800,1000,1500,2100,100,0,0,200,100,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6667,9583,8485,7714,9700,0,0,300,6667,0,0,0,0,1000
42082500,Abdulaziz Majrashi,,Al-Ittifaq,568000,1800.0,2600.0,400.0,0.0,100,0,20200,201800,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,700,300,0,0,200,0,200,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3913,10000,9231,10000,5100,0,0,0,0,0,0,0,0,1100
46418500,Abdulbaset Al-Hindi,,Al-Ahli,677000,1200.0,5800.0,7200.0,200.0,300,0,20200,201800,400,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,700,500,0,100,800,300,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7983,10000,9655,9444,19400,0,0,0,0,0,0,0,0,500
10696800,Abdullah Al Hafith,,Al-Ittifaq,568000,700.0,4200.0,7400.0,300.0,600,0,20200,201800,1000,400,200,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,400,0,1100,300,400,300,900,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6538,10000,8571,9054,13900,200,5000,0,0,0,0,0,0,0
46680800,Abdullah Al-Bahri,,Al-Ittifaq,568000,0.0,0.0,600.0,0.0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,200,0,0,300,0,0,500,0,200,0,0,1700,0,3750,0,0,10000,1000,0,0,0,0,500,2000,700,8571,0
19174100,Abdullah Al-Fahad,,Al-Raed,677300,4200.0,19500.0,3300.0,800.0,1500,100,20200,201800,6900,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,1500,1200,3900,2200,500,200,2000,800,800,0,100,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6476,9762,8974,9394,38000,0,0,0,0,0,0,0,0,200
44225400,Abdullah Al-Hamdan,,Al-Shabab,677400,300.0,300.0,400.0,200.0,0,0,20200,201800,1600,500,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,400,400,700,100,300,800,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3333,6667,10000,5000,1800,100,0,100,10000,0,0,0,0,900
10973900,Abdullah Al-Jadani,,Al-Wahda,684700,0.0,900.0,500.0,0.0,100,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,700,0,800,0,500,100,200,1500,0,0,2200,100,600,0,0,3400,900,4694,0,8889,8000,3200,0,0,0,0,2100,4762,800,10000,100
24648000,Abdullah Al-Joui,,Al-Taawon,677800,0.0,100.0,100.0,200.0,0,0,20200,201800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,300,0,0,0,0,0,0,0,0,300
24540200,Abdullah Al-Khaibari,,Al-Shabab,677400,5100.0,12000.0,9900.0,700.0,300,0,20200,201800,7700,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1200,1000,1500,1300,100,100,400,400,200,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7417,9804,9333,9192,29300,0,0,200,0,0,0,0,0,700
24540200,Abdullah Al-Khaibari,,Al-Nassr,678000,1900.0,5700.0,4900.0,200.0,500,0,20200,201800,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,500,400,100,100,0,0,200,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8305,8947,9649,9388,14700,0,0,100,0,0,0,0,0,0
10973300,Abdullah Al-Mayoof,,Al-Hilal,131700,0.0,1300.0,900.0,0.0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,100,0,0,0,0,0,0,200,0,200,0,0,0,300,500,0,0,2400,100,200,100,0,2900,800,4909,0,10000,10000,4800,0,0,0,0,2700,4444,1900,10000,100
10985700,Abdullah Al-Oaisher,,Ohod,962400,0.0,600.0,700.0,0.0,100,0,20200,201800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,600,0,500,200,600,200,0,1200,100,100,2800,100,600,0,0,3300,600,3478,0,8333,10000,2700,0,0,0,0,1900,6316,2600,10000,0
10985700,Abdullah Al-Oaisher,,Al-Nassr,678000,0.0,200.0,100.0,0.0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,200,0,0,700,0,100,0,0,800,200,1429,0,10000,10000,400,0,0,0,0,700,7143,400,10000,100
11455600,Abdullah Al-Saleh,,Al-Ittifaq,568000,0.0,100.0,300.0,0.0,200,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,900,300,200,200,500,1500,100,0,1300,0,400,0,0,4800,1800,3636,0,10000,6667,1700,0,0,0,0,3000,4333,700,10000,100
13157700,Abdullah Al-Salim,,Al-Nassr,678000,500.0,1000.0,700.0,400.0,100,0,20200,201800,2900,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,0,100,300,300,100,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,8000,5000,2857,3100,0,0,0,0,0,0,0,0,900
13157700,Abdullah Al-Salim,,Al-Feiha,1048300,6000.0,2700.0,2700.0,700.0,800,200,20200,201800,8700,1400,300,0,0,0,0,0,0,0,100,200,300,100,0,0,100,400,0,800,800,700,300,400,2900,100,200,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,9500,7037,9259,11100,200,10000,400,5000,0,0,0,0,1000
17900700,Abdullah Al-Shamekh,,Al-Raed,677300,10300.0,10400.0,23300.0,2400.0,2100,600,20200,201800,19900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1400,0,3500,2100,9300,5300,0,200,900,700,400,0,0,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7012,9515,8558,8927,67100,1100,6364,0,0,0,0,0,0,800
43362700,Abdullah Albishi,,Al-Quadisiya,677500,700.0,1500.0,1200.0,100.0,100,0,20200,201800,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,400,900,100,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4762,10000,8000,10000,3500,0,0,0,0,0,0,0,0,400
46407300,Abdullah Almogren,,Al-Raed,677300,1300.0,2400.0,1600.0,500.0,500,0,20200,201800,5400,1200,0,0,0,0,0,0,0,100,100,0,100,0,0,0,100,300,0,1300,1200,900,1200,0,500,100,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6176,8462,5833,9375,6900,0,0,300,6667,0,0,0,0,200
46409900,Abdullah Hussein Hawsawi,,Al-Faisaly,677700,800.0,3300.0,1600.0,300.0,200,0,20200,201800,300,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,700,100,0,0,200,400,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7123,10000,9394,9375,10200,0,0,0,0,0,0,0,0,0
10996300,Abdullah Kano,,Al-Feiha,1048300,2400.0,5100.0,1500.0,700.0,500,200,20200,201800,2200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,800,1900,1600,200,100,600,300,500,0,100,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6765,10000,9216,9333,10700,0,0,0,0,100,0,0,0,300
15949200,Abdullah Madu,,Al-Nassr,678000,1800.0,2200.0,8900.0,100.0,400,0,20200,201800,1300,400,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,400,1100,700,300,300,1100,100,100,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7525,10000,9091,9438,17100,100,0,0,0,0,0,0,0,0
43346100,Abdullah Magrashi,,Ohod,962400,400.0,1000.0,1000.0,100.0,100,0,20200,201800,700,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,300,100,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6875,7500,8000,9000,2700,0,0,0,0,0,0,0,0,0
43346100,Abdullah Magrashi,,Al-Ahli,677000,400.0,1200.0,1400.0,0.0,100,0,20200,201800,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8750,10000,9167,8571,3200,0,0,0,0,0,0,0,0,400
16841400,Abdullah Otayf,,Al-Hilal,131700,7100.0,26600.0,27600.0,1000.0,600,100,20200,201800,13600,500,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,300,0,2400,800,2800,2000,200,200,500,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7904,10000,9662,9674,77000,100,0,200,5000,0,0,0,0,1000
42418600,Abdullah Tarmin,,Al-Ahli,677000,1800.0,4600.0,100.0,700.0,400,0,20200,201800,4700,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,500,700,600,1100,0,100,300,200,100,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5179,10000,9565,10000,10200,0,0,0,0,0,0,0,0,0
17483400,Abdulmajeed Al-Sulaiheem,,Al-Shabab,677400,13400.0,13700.0,15000.0,2200.0,1200,300,20200,201800,24500,2400,0,0,0,0,0,0,100,200,100,0,0,100,0,0,200,700,0,4600,2800,3500,3200,200,600,300,200,200,0,0,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7211,9701,9343,9067,50300,300,6667,600,0,0,0,0,0,800
20419900,Abdulmajeed Al-Swat,,Al-Taawon,677800,1600.0,2000.0,2400.0,200.0,200,100,20200,201800,4400,400,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,200,0,1000,1000,500,400,0,0,0,100,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7714,10000,8500,8333,8500,100,0,100,0,0,0,0,0,800
10995500,Abdulmalek Al-Khaibri,,Al-Hilal,131700,200.0,900.0,600.0,0.0,0,0,20200,201800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,10000,10000,10000,1600,0,0,0,0,0,0,0,0,700
23327900,Abdulmalek Al-Shammary,,Al-Shabab,677400,10600.0,6700.0,19100.0,2000.0,1700,100,20200,201800,23600,1500,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,300,0,2600,2700,4900,5300,600,600,700,300,400,100,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6290,9811,8955,8534,51300,600,6667,100,0,0,0,0,0,400
44544400,Abdulmohsen Al-Qahtani,,Al-Quadisiya,677500,1500.0,2100.0,300.0,500.0,600,100,20200,201800,3800,800,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,900,700,500,200,100,300,0,100,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,8667,8095,10000,5600,200,0,100,0,0,0,0,0,700
44262600,Abdulmohsen Al-Subhi,,Al-Baten,962300,0.0,0.0,0.0,100.0,0,0,20200,201800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,300,0,0,0,0,0,0,0,0,1000
18111700,Abdulmohsen Fallatah,,Al-Quadisiya,677500,700.0,3000.0,2900.0,0.0,100,0,20200,201800,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,200,400,0,0,700,400,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6571,10000,9667,9310,7300,0,0,0,0,0,0,0,0,600
46410100,Abdulrahman Al Dhifeeri,,Al-Baten,962300,300.0,1100.0,500.0,0.0,100,0,20200,201800,1100,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,300,300,100,200,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,10000,6364,6000,1700,0,0,100,10000,0,0,0,0,800
15393200,Abdulrahman Al-Barakah,,Al-Feiha,1048300,11100.0,17500.0,21200.0,1200.0,1300,100,20200,201800,12600,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1800,1700,3000,3800,800,300,600,300,200,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7097,9550,9143,9340,48300,100,0,800,1250,0,0,0,0,1100
22312300,Abdulrahman Al-Dossari,,Al-Nassr,678000,1800.0,3500.0,4100.0,0.0,300,0,20200,201800,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,600,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8378,10000,9143,9756,10600,0,0,0,0,0,0,0,0,700
15279600,Abdulrahman Al-Ghamdi,,Al-Ittihad,131600,8900.0,9300.0,3900.0,2800.0,1400,1000,20200,201800,24300,4200,400,0,0,0,0,0,0,100,400,100,300,0,0,0,100,700,0,2700,5900,1300,1000,600,1100,300,400,0,0,0,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,9101,8817,6923,30900,1300,3846,200,10000,0,0,0,0,1000
19748500,Abdulrahman Al-Obaid,,Al-Nassr,678000,1500.0,400.0,7900.0,300.0,300,0,20200,201800,5200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,700,500,1200,900,200,100,300,500,200,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6698,10000,7500,8861,16900,0,0,0,0,0,0,0,0,0
22610500,Abdulrahman Al-Rio,,Al-Hazm,684600,600.0,900.0,5100.0,100.0,700,100,20200,201800,2500,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,400,1300,600,100,300,500,400,500,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3875,10000,7778,8824,10600,0,0,0,0,0,0,0,0,300
24862700,Abdulrahman Al-Yami,,Al-Feiha,1048300,2100.0,1300.0,3000.0,1200.0,600,0,20200,201800,7800,1900,100,0,0,0,0,0,0,0,100,100,100,100,0,0,100,400,0,800,1400,400,300,0,200,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5333,7143,9231,8667,9200,200,10000,500,4000,0,0,0,0,300
24847800,Abdulrahman Alobud,,Al-Ittifaq,568000,4600.0,3100.0,6000.0,900.0,900,600,20200,201800,17200,2000,100,0,100,0,0,0,0,0,100,0,0,0,0,0,100,300,0,2600,4000,1200,1600,200,800,200,300,100,0,0,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4615,9565,5484,7833,21300,0,0,900,4444,0,0,0,0,1000
44255200,Abdulrahman Ghareeb,,Al-Ahli,677000,5400.0,5800.0,7800.0,2000.0,900,400,20200,201800,15800,1500,0,0,0,0,0,0,0,100,100,0,0,300,0,0,100,800,0,3100,2600,800,500,0,200,0,200,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7656,9074,9655,9231,25200,0,0,800,0,0,0,0,0,800
15407500,Aderllan Santos,,Al-Ahli,677000,300.0,4100.0,4100.0,0.0,300,0,20200,201800,600,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,300,400,200,800,400,100,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,10000,10000,9756,9100,0,0,0,0,0,0,0,0,0
11017700,Adnan Fallatah,,Al-Quadisiya,677500,6300.0,2500.0,12600.0,1100.0,1200,300,20200,201800,11900,900,100,0,0,0,0,0,0,0,100,0,0,0,0,0,200,300,0,1900,1600,2000,1900,200,100,700,600,600,0,100,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524,10000,7200,8413,34800,400,2500,100,0,0,0,0,0,0
10425400,Adriano Facchini,,Al-Baten,962300,0.0,1400.0,2600.0,100.0,200,0,20200,201800,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,200,100,0,0,600,100,0,0,0,0,0,3800,0,2800,1400,1100,800,1100,6500,200,100,13800,300,2300,400,0,22000,7000,4038,0,9286,9615,11900,0,0,100,10000,18300,5191,7400,9865,0
7810000,Aguirregaray,Matías,Al-Fateh,677200,6200.0,25900.0,2600.0,2000.0,2000,700,20200,201800,22000,3600,200,0,0,0,0,100,0,0,200,100,100,0,100,0,300,1200,0,4000,3600,4400,3100,200,100,100,1200,500,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6516,9032,8301,8462,57100,200,5000,300,0,0,0,0,0,0
